id,title,authors,year,venue,venue_tier,publication_type,official_publication_url,official_pdf_url,arxiv_url,doi,code_url,project_url,abstract,keywords,task_categories,supervision,modality,setting,method_family,backbone,datasets,metrics,main_contributions,limitations,inclusion_reason,related_to_core_tas,pdf_downloaded,local_pdf_path,pdf_sha256,metadata_verified,verification_sources,verification_date,notes,needs_manual_review,review_reason
2023-preprint-prompt-enhanced-hierarchical-transformer-elevating,Prompt-enhanced Hierarchical Transformer Elevating Cardiopulmonary Resuscitation Instruction via Temporal Action Segmentation,"[""Yang Liu"", ""Xiaoyun Zhong"", ""Shiyao Zhai"", ""Zhicheng Du"", ""Zhenyuan Gao"", ""Qiming Huang"", ""Canyang Zhang"", ""Bin Jiang"", ""Vijay Kumar Pandey"", ""Sanyang Han"", ""Runming Wang"", ""Yuxing Han"", ""Peiwu Qin""]",2023,Preprint,Preprint,preprint,,https://arxiv.org/pdf/2308.16552,https://arxiv.org/abs/2308.16552,,,,"The vast majority of people who suffer unexpected cardiac arrest are performed cardiopulmonary resuscitation (CPR) by passersby in a desperate attempt to restore life, but endeavors turn out to be fruitless on account of disqualification. Fortunately, many pieces of research manifest that disciplined training will help to elevate the success rate of resuscitation, which constantly desires a seamless combination of novel techniques to yield further advancement. To this end, we collect a custom CPR video dataset in which trainees make efforts to behave resuscitation on mannequins independently in adherence to approved guidelines, thereby devising an auxiliary toolbox to assist supervision and rectification of intermediate potential issues via modern deep learning methodologies. Our research empirically views this problem as a temporal action segmentation (TAS) task in computer vision, which aims to segment an untrimmed video at a frame-wise level. Here, we propose a Prompt-enhanced hierarchical Transformer (PhiTrans) that integrates three indispensable modules, including a textual prompt-based Video Features Extractor (VFE), a transformer-based Action Segmentation Executor (ASE), and a regression-based Prediction Refinement Calibrator (PRC). The backbone of the model preferentially derives from applications in three approved public datasets (GTEA, 50Salads, and Breakfast) collected for TAS tasks, which accounts for the excavation of the segmentation pipeline on the CPR dataset. In general, we unprecedentedly probe into a feasible pipeline that genuinely elevates the CPR instruction qualification via action segmentation in conjunction with cutting-edge deep learning techniques. Associated experiments advocate our implementation with multiple metrics surpassing 91.0%.","[""temporal action segmentation""]","[""Temporal Action Segmentation""]","[""fully-supervised""]","[""unknown""]","[""offline"", ""long-video""]","[""Transformer""]",unknown,"[""Breakfast"", ""50Salads"", ""GTEA""]","[""Edit"", ""F1@10"", ""F1@25"", ""F1@50"", ""frame accuracy""]",[],"[""See the original paper for scope and assumptions.""]",The paper predicts temporally dense action labels or contiguous semantic action segments and evaluates temporal segmentation.,True,True,library/pdfs/2023_Preprint_Liu_prompt_enhanced_hierarchical_transformer_elevating_card.pdf,53af863904b0d4021cab59bf74cf2a54666caa9ee49913b2b1795aad7ea09291,False,"[""https://arxiv.org/abs/2308.16552""]",2026-07-28,arXiv 2308.16552; first submitted 2023-08-31; last updated 2023-08-31; comment=Transformer for Cardiopulmonary Resuscitation; journal_ref=none. No formal conference proceedings placement has been verified.,True,Direct TAS arXiv hit; formal publication status requires first-party proceedings verification.
2023-preprint-sfgans-self-supervised-future-generator,SFGANS Self-supervised Future Generator for human ActioN Segmentation,"[""Or Berman"", ""Adam Goldbraikh"", ""Shlomi Laufer""]",2023,Preprint,Preprint,preprint,,https://arxiv.org/pdf/2401.00438,https://arxiv.org/abs/2401.00438,,,,"The ability to locate and classify action segments in long untrimmed video is of particular interest to many applications such as autonomous cars, robotics and healthcare applications. Today, the most popular pipeline for action segmentation is composed of encoding the frames into feature vectors, which are then processed by a temporal model for segmentation. In this paper we present a self-supervised method that comes in the middle of the standard pipeline and generated refined representations of the original feature vectors. Experiments show that this method improves the performance of existing models on different sub-tasks of action segmentation, even without additional hyper parameter tuning.","[""temporal action segmentation""]","[""Temporal Action Segmentation""]","[""self-supervised""]","[""unknown""]","[""offline"", ""long-video""]","[""unknown""]",unknown,[],"[""Edit"", ""F1@10"", ""F1@25"", ""F1@50"", ""frame accuracy""]",[],"[""See the original paper for scope and assumptions.""]",The paper predicts temporally dense action labels or contiguous semantic action segments and evaluates temporal segmentation.,True,True,library/pdfs/2023_Preprint_Berman_sfgans_self_supervised_future_generator_for_human_actio.pdf,694c1b06de443df54ac10ac897d02e578c15649964c41a9cd66f52c7ea2f74fd,False,"[""https://arxiv.org/abs/2401.00438""]",2026-07-28,arXiv 2401.00438; first submitted 2023-12-31; last updated 2023-12-31; comment=none; journal_ref=none. No formal conference proceedings placement has been verified.,True,Direct TAS arXiv hit; formal publication status requires first-party proceedings verification.
2023-preprint-smc-nca-semantic-guided-multi,SMC-NCA: Semantic-guided Multi-level Contrast for Semi-supervised Temporal Action Segmentation,"[""Feixiang Zhou"", ""Zheheng Jiang"", ""Huiyu Zhou"", ""Xuelong Li""]",2023,Preprint,Preprint,preprint,,https://arxiv.org/pdf/2312.12347,https://arxiv.org/abs/2312.12347,,,,"Semi-supervised temporal action segmentation (SS-TA) aims to perform frame-wise classification in long untrimmed videos, where only a fraction of videos in the training set have labels. Recent studies have shown the potential of contrastive learning in unsupervised representation learning using unlabelled data. However, learning the representation of each frame by unsupervised contrastive learning for action segmentation remains an open and challenging problem. In this paper, we propose a novel Semantic-guided Multi-level Contrast scheme with a Neighbourhood-Consistency-Aware unit (SMC-NCA) to extract strong frame-wise representations for SS-TAS. Specifically, for representation learning, SMC is first used to explore intra- and inter-information variations in a unified and contrastive way, based on action-specific semantic information and temporal information highlighting relations between actions. Then, the NCA module, which is responsible for enforcing spatial consistency between neighbourhoods centered at different frames to alleviate over-segmentation issues, works alongside SMC for semi-supervised learning (SSL). Our SMC outperforms the other state-of-the-art methods on three benchmarks, offering improvements of up to 17.8% and 12.6% in terms of Edit distance and accuracy, respectively. Additionally, the NCA unit results in significantly better segmentation performance in the presence of only 5% labelled videos. We also demonstrate the generalizability and effectiveness of the proposed method on our Parkinson Disease's Mouse Behaviour (PDMB) dataset. Code is available at https://github.com/FeixiangZhou/SMC-NCA.","[""temporal action segmentation""]","[""Temporal Action Segmentation""]","[""semi-supervised""]","[""unknown""]","[""offline"", ""long-video""]","[""unknown""]",unknown,[],"[""Edit"", ""F1@10"", ""F1@25"", ""F1@50"", ""frame accuracy""]",[],"[""See the original paper for scope and assumptions.""]",The paper predicts temporally dense action labels or contiguous semantic action segments and evaluates temporal segmentation.,True,True,library/pdfs/2023_Preprint_Zhou_smc_nca_semantic_guided_multi_level_contrast_for_semi_s.pdf,9f73d6d6d81c8b3cd949d45794d7f4867cf14412277a9a0f23bd8e22192bc3a5,False,"[""https://arxiv.org/abs/2312.12347""]",2026-07-28,arXiv 2312.12347; first submitted 2023-12-19; last updated 2024-07-19; comment=Accepted to IEEE Transactions on Multimedia; journal_ref=none. No formal conference proceedings placement has been verified.,True,Direct TAS arXiv hit; formal publication status requires first-party proceedings verification.
2023-preprint-sigformer-sparse-signal-guided-transformer,SigFormer: Sparse Signal-Guided Transformer for Multi-Modal Human Action Segmentation,"[""Qi Liu"", ""Xinchen Liu"", ""Kun Liu"", ""Xiaoyan Gu"", ""Wu Liu""]",2023,Preprint,Preprint,preprint,,https://arxiv.org/pdf/2311.17428,https://arxiv.org/abs/2311.17428,,,,"Multi-modal human action segmentation is a critical and challenging task with a wide range of applications. Nowadays, the majority of approaches concentrate on the fusion of dense signals (i.e., RGB, optical flow, and depth maps). However, the potential contributions of sparse IoT sensor signals, which can be crucial for achieving accurate recognition, have not been fully explored. To make up for this, we introduce a Sparse signalguided Transformer (SigFormer) to combine both dense and sparse signals. We employ mask attention to fuse localized features by constraining cross-attention within the regions where sparse signals are valid. However, since sparse signals are discrete, they lack sufficient information about the temporal action boundaries. Therefore, in SigFormer, we propose to emphasize the boundary information at two stages to alleviate this problem. In the first feature extraction stage, we introduce an intermediate bottleneck module to jointly learn both category and boundary features of each dense modality through the inner loss functions. After the fusion of dense modalities and sparse signals, we then devise a two-branch architecture that explicitly models the interrelationship between action category and temporal boundary. Experimental results demonstrate that SigFormer outperforms the state-of-the-art approaches on a multi-modal action segmentation dataset from real industrial environments, reaching an outstanding F1 score of 0.958. The codes and pre-trained models have been available at https://github.com/LIUQI-creat/SigFormer.","[""temporal action segmentation""]","[""Temporal Action Segmentation""]","[""fully-supervised""]","[""multimodal"", ""RGB"", ""depth"", ""optical-flow""]","[""offline"", ""long-video""]","[""Transformer"", ""cross-attention"", ""boundary-modeling""]",unknown,[],"[""Edit"", ""F1@10"", ""F1@25"", ""F1@50"", ""frame accuracy""]",[],"[""See the original paper for scope and assumptions.""]",The paper predicts temporally dense action labels or contiguous semantic action segments and evaluates temporal segmentation.,True,True,library/pdfs/2023_Preprint_Liu_sigformer_sparse_signal_guided_transformer_for_multi_mo.pdf,83880e450e8167214afa962c77499149c98b2f9e04d4462c63f602d70eb9749d,False,"[""https://arxiv.org/abs/2311.17428""]",2026-07-28,arXiv 2311.17428; first submitted 2023-11-29; last updated 2024-08-26; comment=none; journal_ref=none. No formal conference proceedings placement has been verified.,True,Direct TAS arXiv hit; formal publication status requires first-party proceedings verification.
2023-preprint-synchronization-is-all-you-need,Synchronization is All You Need: Exocentric-to-Egocentric Transfer for Temporal Action Segmentation with Unlabeled Synchronized Video Pairs,"[""Camillo Quattrocchi"", ""Antonino Furnari"", ""Daniele Di Mauro"", ""Mario Valerio Giuffrida"", ""Giovanni Maria Farinella""]",2023,Preprint,Preprint,preprint,,https://arxiv.org/pdf/2312.02638,https://arxiv.org/abs/2312.02638,,,,"We consider the problem of transferring a temporal action segmentation system initially designed for exocentric (fixed) cameras to an egocentric scenario, where wearable cameras capture video data. The conventional supervised approach requires the collection and labeling of a new set of egocentric videos to adapt the model, which is costly and time-consuming. Instead, we propose a novel methodology which performs the adaptation leveraging existing labeled exocentric videos and a new set of unlabeled, synchronized exocentric-egocentric video pairs, for which temporal action segmentation annotations do not need to be collected. We implement the proposed methodology with an approach based on knowledge distillation, which we investigate both at the feature and Temporal Action Segmentation model level. Experiments on Assembly101 and EgoExo4D demonstrate the effectiveness of the proposed method against classic unsupervised domain adaptation and temporal alignment approaches. Without bells and whistles, our best model performs on par with supervised approaches trained on labeled egocentric data, without ever seeing a single egocentric label, achieving a +15.99 improvement in the edit score (28.59 vs 12.60) on the Assembly101 dataset compared to a baseline model trained solely on exocentric data. In similar settings, our method also improves edit score by +3.32 on the challenging EgoExo4D benchmark. Code is available here: https://github.com/fpv-iplab/synchronization-is-all-you-need.","[""temporal action segmentation""]","[""Temporal Action Segmentation""]","[""unsupervised""]","[""unknown""]","[""egocentric"", ""long-video"", ""offline""]","[""unknown""]",unknown,"[""Assembly101"", ""EgoExo4D""]","[""Edit"", ""F1@10"", ""F1@25"", ""F1@50"", ""frame accuracy""]",[],"[""See the original paper for scope and assumptions.""]",The paper predicts temporally dense action labels or contiguous semantic action segments and evaluates temporal segmentation.,True,True,library/pdfs/2023_Preprint_Quattrocchi_synchronization_is_all_you_need_exocentric_to_egocentri.pdf,43f8f4539ff37e6685397df02ffb26de57f5dcbf25955f1414a7c883d28ee71f,False,"[""https://arxiv.org/abs/2312.02638""]",2026-07-28,arXiv 2312.02638; first submitted 2023-12-05; last updated 2024-07-16; comment=none; journal_ref=none. No formal conference proceedings placement has been verified.,True,Direct TAS arXiv hit; formal publication status requires first-party proceedings verification.
2023-preprint-taec-unsupervised-aware-embedding-clustering,TAEC: Unsupervised Action Segmentation with Temporal-Aware Embedding and Clustering,"[""Wei Lin"", ""Anna Kukleva"", ""Horst Possegger"", ""Hilde Kuehne"", ""Horst Bischof""]",2023,Preprint,Preprint,preprint,,https://arxiv.org/pdf/2303.05166,https://arxiv.org/abs/2303.05166,,,,"Temporal action segmentation in untrimmed videos has gained increased attention recently. However, annotating action classes and frame-wise boundaries is extremely time consuming and cost intensive, especially on large-scale datasets. To address this issue, we propose an unsupervised approach for learning action classes from untrimmed video sequences. In particular, we propose a temporal embedding network that combines relative time prediction, feature reconstruction, and sequence-to-sequence learning, to preserve the spatial layout and sequential nature of the video features. A two-step clustering pipeline on these embedded feature representations then allows us to enforce temporal consistency within, as well as across videos. Based on the identified clusters, we decode the video into coherent temporal segments that correspond to semantically meaningful action classes. Our evaluation on three challenging datasets shows the impact of each component and, furthermore, demonstrates our state-of-the-art unsupervised action segmentation results.","[""temporal action segmentation""]","[""Temporal Action Segmentation""]","[""unsupervised""]","[""unknown""]","[""offline"", ""long-video""]","[""clustering""]",unknown,[],"[""Edit"", ""F1@10"", ""F1@25"", ""F1@50"", ""frame accuracy""]",[],"[""See the original paper for scope and assumptions.""]",The paper predicts temporally dense action labels or contiguous semantic action segments and evaluates temporal segmentation.,True,True,library/pdfs/2023_Preprint_Lin_taec_unsupervised_action_segmentation_with_temporal_awa.pdf,0b39083d72bd7502c75d406e5a97a514edd24ab78015ea908e5d69bbe098c307,False,"[""https://arxiv.org/abs/2303.05166""]",2026-07-28,arXiv 2303.05166; first submitted 2023-03-09; last updated 2023-03-09; comment=Computer Vision Winter Workshop 2023; journal_ref=none. No formal conference proceedings placement has been verified.,True,Direct TAS arXiv hit; formal publication status requires first-party proceedings verification.
2023-preprint-segment-transformer,Temporal Segment Transformer for Action Segmentation,"[""Zhichao Liu"", ""Leshan Wang"", ""Desen Zhou"", ""Jian Wang"", ""Songyang Zhang"", ""Yang Bai"", ""Errui Ding"", ""Rui Fan""]",2023,Preprint,Preprint,preprint,,https://arxiv.org/pdf/2302.13074,https://arxiv.org/abs/2302.13074,,,,"Recognizing human actions from untrimmed videos is an important task in activity understanding, and poses unique challenges in modeling long-range temporal relations. Recent works adopt a predict-and-refine strategy which converts an initial prediction to action segments for global context modeling. However, the generated segment representations are often noisy and exhibit inaccurate segment boundaries, over-segmentation and other problems. To deal with these issues, we propose an attention based approach which we call \textit{temporal segment transformer}, for joint segment relation modeling and denoising. The main idea is to denoise segment representations using attention between segment and frame representations, and also use inter-segment attention to capture temporal correlations between segments. The refined segment representations are used to predict action labels and adjust segment boundaries, and a final action segmentation is produced based on voting from segment masks. We show that this novel architecture achieves state-of-the-art accuracy on the popular 50Salads, GTEA and Breakfast benchmarks. We also conduct extensive ablations to demonstrate the effectiveness of different components of our design.","[""temporal action segmentation""]","[""Temporal Action Segmentation""]","[""fully-supervised""]","[""unknown""]","[""offline"", ""long-video""]","[""Transformer""]",unknown,"[""Breakfast"", ""50Salads"", ""GTEA""]","[""Edit"", ""F1@10"", ""F1@25"", ""F1@50"", ""frame accuracy""]",[],"[""See the original paper for scope and assumptions.""]",The paper predicts temporally dense action labels or contiguous semantic action segments and evaluates temporal segmentation.,True,True,library/pdfs/2023_Preprint_Liu_temporal_segment_transformer_for_action_segmentation.pdf,139887bdd20e2ce48550e5284fd73363987193f3a59cb56a7f82ac658b18bd19,False,"[""https://arxiv.org/abs/2302.13074""]",2026-07-28,arXiv 2302.13074; first submitted 2023-02-25; last updated 2023-02-25; comment=none; journal_ref=none. No formal conference proceedings placement has been verified.,True,Direct TAS arXiv hit; formal publication status requires first-party proceedings verification.
2022-aaai-iterative-contrast-classify-semi-supervised,Iterative Contrast-Classify for Semi-Supervised Temporal Action Segmentation,"[""Dipika Singhania"", ""Rahul Rahaman"", ""Angela Yao""]",2022,AAAI,CCF-A,conference,https://ojs.aaai.org/index.php/AAAI/article/view/20124,https://ojs.aaai.org/index.php/AAAI/article/download/20124/19883,,,https://github.com/dipika-singhania/ICC-Semi-Supervised-TAS,,unknown,"[""temporal action segmentation""]","[""Temporal Action Segmentation""]","[""semi-supervised""]","[""unknown""]","[""offline"", ""long-video""]","[""contrastive-learning"", ""clustering""]",unknown,[],"[""Edit"", ""F1@10"", ""F1@25"", ""F1@50"", ""frame accuracy""]",[],"[""See the original paper for scope and assumptions.""]",The paper predicts temporally dense action labels or contiguous semantic action segments and evaluates temporal segmentation.,True,True,library/pdfs/2022_AAAI_Singhania_iterative_contrast_classify_for_semi_supervised_tempora.pdf,1ab2e5d7757e4de049634718c7e39755a05cfae4d7edc2a36e9e3b5d5f9657fa,True,"[""https://ojs.aaai.org/index.php/AAAI/article/view/20124""]",2026-07-28,,False,
2022-bmvc-robust-timestamp-supervision,Robust Action Segmentation from Timestamp Supervision,"[""Yaser Souri"", ""Yazan Abu Farha"", ""Emad Bahrami"", ""Gianpiero Francesca"", ""Juergen Gall""]",2022,BMVC,Top-Vision,conference,https://bmvc2022.mpi-inf.mpg.de/392/,https://bmvc2022.mpi-inf.mpg.de/0392.pdf,,,,,unknown,"[""temporal action segmentation""]","[""Temporal Action Segmentation""]","[""timestamp-supervised""]","[""unknown""]","[""offline"", ""long-video""]","[""TCN"", ""boundary-modeling""]",unknown,[],"[""Edit"", ""F1@10"", ""F1@25"", ""F1@50"", ""frame accuracy""]",[],"[""See the original paper for scope and assumptions.""]",The paper predicts temporally dense action labels or contiguous semantic action segments and evaluates temporal segmentation.,True,False,,,True,"[""https://bmvc2022.mpi-inf.mpg.de/392/""]",2026-07-28,,False,
2022-cvpr-assembly101-large-scale-multi-view,Assembly101: A Large-Scale Multi-View Video Dataset for Understanding Procedural Activities,"[""Fadime Sener"", ""Dibyadip Chatterjee"", ""Daniel Shelepov"", ""Kun He"", ""Dipika Singhania"", ""Robert Wang"", ""Angela Yao""]",2022,CVPR,Related-but-not-core,conference,https://openaccess.thecvf.com/content/CVPR2022/html/Sener_Assembly101_A_Large-Scale_Multi-View_Video_Dataset_for_Understanding_Procedural_Activities_CVPR_2022_paper.html,https://openaccess.thecvf.com/content/CVPR2022/papers/Sener_Assembly101_A_Large-Scale_Multi-View_Video_Dataset_for_Understanding_Procedural_Activities_CVPR_2022_paper.pdf,,,,,"Assembly101 is a new procedural activity dataset featuring 4321 videos of people assembling and disassembling 101 ""take-apart"" toy vehicles. Participants work without fixed instructions, and the sequences feature rich and natural variations in action ordering, mistakes, and corrections. Assembly101 is the first multi-view action dataset, with simultaneous static (8) and egocentric (4) recordings. Sequences are annotated with more than 100K coarse and 1M fine-grained action segments, and 18M 3D hand poses. We benchmark on three action understanding tasks: recognition, anticipation and temporal segmentation. Additionally, we propose a novel task of detecting mistakes. The unique recording format and rich set of annotations allow us to investigate generalization to new toys, cross-view transfer, long-tailed distributions, and pose vs. appearance. We envision that Assembly101 will serve as a new challenge to investigate various activity understanding problems.","[""temporal action segmentation""]","[""Dataset / benchmark""]","[""fully-supervised""]","[""I3D-features"", ""IMU""]","[""egocentric"", ""long-video"", ""offline""]","[""unknown""]",unknown,"[""Assembly101""]","[""Edit"", ""F1@10"", ""F1@25"", ""F1@50"", ""frame accuracy""]",[],"[""See the original paper for scope and assumptions.""]","This dataset paper directly enabled or standardized temporal action/step segmentation evaluation, but its primary contribution is a benchmark rather than a core TAS method.",False,True,library/pdfs/2022_CVPR_Sener_assembly101_a_large_scale_multi_view_video_dataset_for.pdf,0dd63b24bbd5e1ce159540d8d3e8f540c0c813280cd013a22b6167c6d1a2a267,True,"[""https://openaccess.thecvf.com/content/CVPR2022/html/Sener_Assembly101_A_Large-Scale_Multi-View_Video_Dataset_for_Understanding_Procedural_Activities_CVPR_2022_paper.html""]",2026-07-28,,False,
2022-cvpr-fast-unsupervised-boundary-detection,Fast and Unsupervised Action Boundary Detection for Action Segmentation,"[""Zexing Du"", ""Xue Wang"", ""Guoqing Zhou"", ""Qing Wang""]",2022,CVPR,CCF-A,conference,https://openaccess.thecvf.com/content/CVPR2022/html/Du_Fast_and_Unsupervised_Action_Boundary_Detection_for_Action_Segmentation_CVPR_2022_paper.html,https://openaccess.thecvf.com/content/CVPR2022/papers/Du_Fast_and_Unsupervised_Action_Boundary_Detection_for_Action_Segmentation_CVPR_2022_paper.pdf,,,,,"To deal with the great number of untrimmed videos produced every day, we propose an efficient unsupervised action segmentation method by detecting boundaries, named action boundary detection (ABD). In particular, the proposed method has the following advantages: no training stage and low-latency inference. To detect action boundaries, we estimate the similarities across smoothed frames, which inherently have the properties of internal consistency within actions and external discrepancy across actions. Under this circumstance, we successfully transfer the boundary detection task into the change point detection based on the similarity. Then, non-maximum suppression (NMS) is conducted in local windows to select the smallest points as candidate boundaries. In addition, a clustering algorithm is followed to refine the initial proposals. Moreover, we also extend ABD to the online setting, which enables real-time action segmentation in long untrimmed videos. By evaluating on four challenging datasets, our method achieves state-of-the-art performance. Moreover, thanks to the efficiency of ABD, we achieve the best trade-off between the accuracy and the inference time compared with existing unsupervised approaches.","[""temporal action segmentation""]","[""Temporal Action Segmentation""]","[""unsupervised""]","[""I3D-features"", ""IMU""]","[""long-video"", ""online"", ""streaming""]","[""clustering"", ""boundary-modeling""]",unknown,[],"[""Edit"", ""F1@10"", ""F1@25"", ""F1@50"", ""frame accuracy""]",[],"[""See the original paper for scope and assumptions.""]",The paper predicts temporally dense action labels or contiguous semantic action segments and evaluates temporal segmentation.,True,True,library/pdfs/2022_CVPR_Du_fast_and_unsupervised_action_boundary_detection_for_act.pdf,076fb1f36d649390e51b70b0ba07b8d289b983932e8a4ddaa47426edee60c62e,True,"[""https://openaccess.thecvf.com/content/CVPR2022/html/Du_Fast_and_Unsupervised_Action_Boundary_Detection_for_Action_Segmentation_CVPR_2022_paper.html""]",2026-07-28,,False,
2022-cvpr-semi-weakly-supervised-learning-complex,Semi-Weakly-Supervised Learning of Complex Actions From Instructional Task Videos,"[""Yuhan Shen"", ""Ehsan Elhamifar""]",2022,CVPR,CCF-A,conference,https://openaccess.thecvf.com/content/CVPR2022/html/Shen_Semi-Weakly-Supervised_Learning_of_Complex_Actions_From_Instructional_Task_Videos_CVPR_2022_paper.html,https://openaccess.thecvf.com/content/CVPR2022/papers/Shen_Semi-Weakly-Supervised_Learning_of_Complex_Actions_From_Instructional_Task_Videos_CVPR_2022_paper.pdf,,,,,"We address the problem of action segmentation in instructional task videos with a small number of weakly-labeled training videos and a large number of unlabeled videos, which we refer to as Semi-Weakly-Supervised Learning (SWSL) of actions. We propose a general SWSL framework that can efficiently learn from both types of videos and can leverage any of the existing weakly-supervised action segmentation methods. Our key observation is that the distance between the transcript of an unlabeled video and those of the weakly-labeled videos from the same task is small yet often nonzero. Therefore, we develop a Soft Restricted Edit (SRE) loss to encourage small variations between the predicted transcripts of unlabeled videos and ground-truth transcripts of the weakly-labeled videos of the same task. To compute the SRE loss, we develop a flexible transcript prediction (FTP) method that uses the output of the action classifier to find both the length of the transcript and the sequence of actions occurring in an unlabeled video. We propose an efficient learning scheme in which we alternate between minimizing our proposed loss and generating pseudo-transcripts for unlabeled videos. By experiments on two benchmark datasets, we demonstrate that our approach can significantly improve the performance by using unlabeled videos, especially when the number of weakly-labeled videos is small.","[""temporal action segmentation""]","[""Temporal Action Segmentation""]","[""weakly-supervised""]","[""I3D-features""]","[""offline"", ""long-video""]","[""unknown""]",unknown,[],"[""Edit"", ""F1@10"", ""F1@25"", ""F1@50"", ""frame accuracy""]",[],"[""See the original paper for scope and assumptions.""]",The paper predicts temporally dense action labels or contiguous semantic action segments and evaluates temporal segmentation.,True,True,library/pdfs/2022_CVPR_Shen_semi_weakly_supervised_learning_of_complex_actions_from.pdf,19c15066e448332f3f73b479c7b7582376cf172080cb440a3b36e9510d3c4a04,True,"[""https://openaccess.thecvf.com/content/CVPR2022/html/Shen_Semi-Weakly-Supervised_Learning_of_Complex_Actions_From_Instructional_Task_Videos_CVPR_2022_paper.html""]",2026-07-28,,False,
2022-cvpr-set-supervised-learning-procedural-task,Set-Supervised Action Learning in Procedural Task Videos via Pairwise Order Consistency,"[""Zijia Lu"", ""Ehsan Elhamifar""]",2022,CVPR,CCF-A,conference,https://openaccess.thecvf.com/content/CVPR2022/html/Lu_Set-Supervised_Action_Learning_in_Procedural_Task_Videos_via_Pairwise_Order_CVPR_2022_paper.html,https://openaccess.thecvf.com/content/CVPR2022/papers/Lu_Set-Supervised_Action_Learning_in_Procedural_Task_Videos_via_Pairwise_Order_CVPR_2022_paper.pdf,,,,,"We address the problem of set-supervised action learning, whose goal is to learn an action segmentation model using weak supervision in the form of sets of actions occurring in training videos. Our key observation is that videos within the same task have similar ordering of actions, which can be leveraged for effective learning. Therefore, we propose an attention-based method with a new Pairwise Ordering Consistency (POC) loss that encourages that for each common action pair in two videos of the same task, the attentions of actions follow a similar ordering. Unlike existing sequence alignment methods, which misalign actions in videos with different orderings or cannot reliably separate more from less consistent orderings, our POC loss efficiently aligns videos with different action orders and is differentiable, which enables end-to-end training. In addition, it avoids the time-consuming pseudo-label generation of prior works. Our method efficiently learns the actions and their temporal locations, therefore, extends the existing attention-based action localization methods from learning one action per video to multiple actions using our POC loss along with video-level and frame-level losses. By experiments on three datasets, we demonstrate that our method significantly improves the state of the art. We also show that our method, with a small modification, can effectively address the transcript-supervised action learning task, where actions and their ordering are available during training.","[""temporal action segmentation""]","[""Temporal Action Segmentation""]","[""fully-supervised""]","[""I3D-features""]","[""offline"", ""long-video""]","[""unknown""]",unknown,[],"[""Edit"", ""F1@10"", ""F1@25"", ""F1@50"", ""frame accuracy""]",[],"[""See the original paper for scope and assumptions.""]",The paper predicts temporally dense action labels or contiguous semantic action segments and evaluates temporal segmentation.,True,True,library/pdfs/2022_CVPR_Lu_set_supervised_action_learning_in_procedural_task_video.pdf,16bc4a6deec289d81e86ff66c923f69884d7027532d777145f9db9ab084d7788,True,"[""https://openaccess.thecvf.com/content/CVPR2022/html/Lu_Set-Supervised_Action_Learning_in_Procedural_Task_Videos_via_Pairwise_Order_CVPR_2022_paper.html""]",2026-07-28,,False,
2022-cvpr-unsupervised-by-joint-representation-learning,Unsupervised Action Segmentation by Joint Representation Learning and Online Clustering,"[""Sateesh Kumar"", ""Sanjay Haresh"", ""Awais Ahmed"", ""Andrey Konin"", ""M. Zeeshan Zia"", ""Quoc-Huy Tran""]",2022,CVPR,CCF-A,conference,https://openaccess.thecvf.com/content/CVPR2022/html/Kumar_Unsupervised_Action_Segmentation_by_Joint_Representation_Learning_and_Online_Clustering_CVPR_2022_paper.html,https://openaccess.thecvf.com/content/CVPR2022/papers/Kumar_Unsupervised_Action_Segmentation_by_Joint_Representation_Learning_and_Online_Clustering_CVPR_2022_paper.pdf,,,,,"We present a novel approach for unsupervised activity segmentation which uses video frame clustering as a pretext task and simultaneously performs representation learning and online clustering. This is in contrast with prior works where representation learning and clustering are often performed sequentially. We leverage temporal information in videos by employing temporal optimal transport. In particular, we incorporate a temporal regularization term which preserves the temporal order of the activity into the standard optimal transport module for computing pseudo-label cluster assignments. The temporal optimal transport module enables our approach to learn effective representations for unsupervised activity segmentation. Furthermore, previous methods require storing learned features for the entire dataset before clustering them in an offline manner, whereas our approach processes one mini-batch at a time in an online manner. Extensive evaluations on three public datasets, i.e. 50-Salads, YouTube Instructions, and Breakfast, and our dataset, i.e., Desktop Assembly, show that our approach performs on par with or better than previous methods, despite having significantly less memory constraints.","[""temporal action segmentation""]","[""Temporal Action Segmentation""]","[""unsupervised""]","[""I3D-features"", ""IMU""]","[""long-video"", ""online"", ""streaming""]","[""optimal-transport"", ""clustering""]",unknown,"[""Breakfast""]","[""Edit"", ""F1@10"", ""F1@25"", ""F1@50"", ""frame accuracy""]",[],"[""See the original paper for scope and assumptions.""]",The paper predicts temporally dense action labels or contiguous semantic action segments and evaluates temporal segmentation.,True,True,library/pdfs/2022_CVPR_Kumar_unsupervised_action_segmentation_by_joint_representatio.pdf,269521c0aeca88dcedcb40578edd875f8b6a929b51ed545676f4693f7194459f,True,"[""https://openaccess.thecvf.com/content/CVPR2022/html/Kumar_Unsupervised_Action_Segmentation_by_Joint_Representation_Learning_and_Online_Clustering_CVPR_2022_paper.html""]",2026-07-28,,False,
